PV,Value
DIAG_MTCA15:PICO3_CH3:RNG1_EEGAIN_RD,5.888996755520903e-12
DIAG_MTCA15:PICO3_CH3:RNG1_EEOFST_RD,-6.108752392819383e-10
DIAG_MTCA15:PICO3_CH4:RNG0_EEGAIN_RD,2.2340995720071533e-10
DIAG_MTCA15:PICO3_CH4:RNG0_EEOFST_RD,-2.7495614673966884e-08
DIAG_MTCA15:PICO3_CH4:RNG1_EEGAIN_RD,5.887304532770088e-12
DIAG_MTCA15:PICO3_CH4:RNG1_EEOFST_RD,-7.31091798211736e-10
DIAG_MTCA15:PICO3_CH5:RNG0_EEGAIN_RD,2.2337322269638804e-10
DIAG_MTCA15:PICO3_CH5:RNG0_EEOFST_RD,-2.21815650292001e-08
DIAG_MTCA15:PICO3_CH5:RNG1_EEGAIN_RD,5.884748417728236e-12
DIAG_MTCA15:PICO3_CH5:RNG1_EEOFST_RD,-5.753455489809767e-10
DIAG_MTCA15:PICO3_CH6:RNG0_EEGAIN_RD,2.233779272664549e-10
DIAG_MTCA15:PICO3_CH6:RNG0_EEOFST_RD,-7.822210434937915e-09
DIAG_MTCA15:PICO3_CH6:RNG1_EEGAIN_RD,5.8847874490064456e-12
DIAG_MTCA15:PICO3_CH6:RNG1_EEOFST_RD,-1.8448007010896106e-10
DIAG_MTCA15:PICO3_CH7:RNG0_EEGAIN_RD,2.2339130545390162e-10
DIAG_MTCA15:PICO3_CH7:RNG0_EEOFST_RD,-2.904158691308112e-08
DIAG_MTCA15:PICO3_CH7:RNG1_EEGAIN_RD,5.884140830830775e-12
DIAG_MTCA15:PICO3_CH7:RNG1_EEOFST_RD,-7.460608242304545e-10
DIAG_MTCA15:PICO4_CH0:RNG0_EEGAIN_RD,2.233908891202674e-10
DIAG_MTCA15:PICO4_CH0:RNG0_EEOFST_RD,-2.1968503460811917e-08
DIAG_MTCA15:PICO4_CH0:RNG1_EEGAIN_RD,5.889492019073295e-12
DIAG_MTCA15:PICO4_CH0:RNG1_EEOFST_RD,-5.77136338719697e-10
DIAG_MTCA15:PICO4_CH1:RNG0_EEGAIN_RD,2.2343663030888194e-10
DIAG_MTCA15:PICO4_CH1:RNG0_EEOFST_RD,-5.395439472977159e-08
DIAG_MTCA15:PICO4_CH1:RNG1_EEGAIN_RD,5.893254634292688e-12
DIAG_MTCA15:PICO4_CH1:RNG1_EEOFST_RD,-1.4197357733891636e-09
DIAG_MTCA15:PICO4_CH2:RNG0_EEGAIN_RD,2.233955243013952e-10
DIAG_MTCA15:PICO4_CH2:RNG0_EEOFST_RD,-3.7197921187726024e-08
DIAG_MTCA15:PICO4_CH2:RNG1_EEGAIN_RD,5.885774940345145e-12
DIAG_MTCA15:PICO4_CH2:RNG1_EEOFST_RD,-9.752281204811197e-10
DIAG_MTCA15:PICO4_CH3:RNG0_EEGAIN_RD,2.2342724892432386e-10
DIAG_MTCA15:PICO4_CH3:RNG0_EEOFST_RD,-1.7298122045872333e-08
DIAG_MTCA15:PICO4_CH3:RNG1_EEGAIN_RD,5.889667226144368e-12
DIAG_MTCA15:PICO4_CH3:RNG1_EEOFST_RD,-4.543113385491182e-10
DIAG_MTCA15:PICO4_CH4:RNG0_EEGAIN_RD,2.234136486922722e-10
DIAG_MTCA15:PICO4_CH4:RNG0_EEOFST_RD,-6.082883502456227e-11
DIAG_MTCA15:PICO4_CH4:RNG1_EEGAIN_RD,5.8915190434549736e-12
DIAG_MTCA15:PICO4_CH4:RNG1_EEOFST_RD,3.5698481930940273e-12
DIAG_MTCA15:PICO4_CH5:RNG0_EEGAIN_RD,2.2339455285624865e-10
DIAG_MTCA15:PICO4_CH5:RNG0_EEOFST_RD,-1.594380272251783e-08
DIAG_MTCA15:PICO4_CH5:RNG1_EEGAIN_RD,5.885457485949042e-12
DIAG_MTCA15:PICO4_CH5:RNG1_EEOFST_RD,-4.142041154509002e-10
DIAG_MTCA15:PICO4_CH6:RNG0_EEGAIN_RD,2.2338907113006456e-10
DIAG_MTCA15:PICO4_CH6:RNG0_EEOFST_RD,-2.445044833265797e-09
DIAG_MTCA15:PICO4_CH6:RNG1_EEGAIN_RD,5.890732780039487e-12
DIAG_MTCA15:PICO4_CH6:RNG1_EEOFST_RD,-5.57891267904953e-11
DIAG_MTCA15:PICO4_CH7:RNG0_EEGAIN_RD,2.2339877170374223e-10
DIAG_MTCA15:PICO4_CH7:RNG0_EEOFST_RD,8.477893942426817e-09
DIAG_MTCA15:PICO4_CH7:RNG1_EEGAIN_RD,5.885400673755203e-12
DIAG_MTCA15:PICO4_CH7:RNG1_EEOFST_RD,2.3431728779499394e-10
DIAG_MTCA17:PICO3_CH0:RNG0_EEGAIN_RD,2.233708357168851e-10
DIAG_MTCA17:PICO3_CH0:RNG0_EEOFST_RD,-1.8413903291047973e-08
DIAG_MTCA17:PICO3_CH0:RNG1_EEGAIN_RD,5.890264838381842e-12
DIAG_MTCA17:PICO3_CH0:RNG1_EEOFST_RD,-4.773229034249482e-10
DIAG_MTCA17:PICO3_CH1:RNG0_EEGAIN_RD,2.233331714007747e-10
DIAG_MTCA17:PICO3_CH1:RNG0_EEOFST_RD,-1.818327532987496e-08
DIAG_MTCA17:PICO3_CH1:RNG1_EEGAIN_RD,5.889451253071609e-12
DIAG_MTCA17:PICO3_CH1:RNG1_EEOFST_RD,-4.693122002130679e-10
DIAG_MTCA17:PICO3_CH2:RNG0_EEGAIN_RD,2.2339188832098955e-10
DIAG_MTCA17:PICO3_CH2:RNG0_EEOFST_RD,8.119401151418515e-09
DIAG_MTCA17:PICO3_CH2:RNG1_EEGAIN_RD,5.883035378295709e-12
DIAG_MTCA17:PICO3_CH2:RNG1_EEOFST_RD,2.3475241195392016e-10
DIAG_MTCA17:PICO3_CH3:RNG0_EEGAIN_RD,2.234022966618454e-10
DIAG_MTCA17:PICO3_CH3:RNG0_EEOFST_RD,-2.7652982126369352e-08
DIAG_MTCA17:PICO3_CH3:RNG1_EEGAIN_RD,5.891584962947061e-12
DIAG_MTCA17:PICO3_CH3:RNG1_EEOFST_RD,-7.156218950754578e-10
DIAG_MTCA17:PICO3_CH4:RNG0_EEGAIN_RD,2.2341679895010458e-10
DIAG_MTCA17:PICO3_CH4:RNG0_EEOFST_RD,7.786544742316437e-09
DIAG_MTCA17:PICO3_CH4:RNG1_EEGAIN_RD,5.891126562268534e-12
DIAG_MTCA17:PICO3_CH4:RNG1_EEOFST_RD,2.1265635086198387e-10
DIAG_MTCA17:PICO3_CH5:RNG0_EEGAIN_RD,2.233705026499777e-10
DIAG_MTCA17:PICO3_CH5:RNG0_EEOFST_RD,-2.7252436751723508e-08
DIAG_MTCA17:PICO3_CH5:RNG1_EEGAIN_RD,5.889790825192032e-12
DIAG_MTCA17:PICO3_CH5:RNG1_EEOFST_RD,-6.982349143314082e-10
DIAG_MTCA17:PICO3_CH6:RNG0_EEGAIN_RD,2.2344734396106958e-10
DIAG_MTCA17:PICO3_CH6:RNG0_EEOFST_RD,-6.808384966916492e-09
DIAG_MTCA17:PICO3_CH6:RNG1_EEGAIN_RD,5.889962562816153e-12
DIAG_MTCA17:PICO3_CH6:RNG1_EEOFST_RD,-1.5074728965114303e-10
DIAG_MTCA17:PICO3_CH7:RNG0_EEGAIN_RD,2.2340579386437298e-10
DIAG_MTCA17:PICO3_CH7:RNG0_EEOFST_RD,-1.8029835402444405e-08
DIAG_MTCA17:PICO3_CH7:RNG1_EEGAIN_RD,5.885502155078548e-12
DIAG_MTCA17:PICO3_CH7:RNG1_EEOFST_RD,-4.4646489283373114e-10
DIAG_MTCA17:PICO4_CH0:RNG0_EEGAIN_RD,2.2340436445222878e-10
DIAG_MTCA17:PICO4_CH0:RNG0_EEOFST_RD,-2.406336463423031e-08
DIAG_MTCA17:PICO4_CH0:RNG1_EEGAIN_RD,5.8901022080559695e-12
DIAG_MTCA17:PICO4_CH0:RNG1_EEOFST_RD,-6.235364446993685e-10
DIAG_MTCA17:PICO4_CH1:RNG0_EEGAIN_RD,2.2343660255330633e-10
DIAG_MTCA17:PICO4_CH1:RNG0_EEOFST_RD,-1.266520222031886e-08
DIAG_MTCA17:PICO4_CH1:RNG1_EEGAIN_RD,5.8974279452950196e-12
DIAG_MTCA17:PICO4_CH1:RNG1_EEOFST_RD,-3.1498847974376076e-10
DIAG_MTCA17:PICO4_CH2:RNG0_EEGAIN_RD,2.2350304940133014e-10
DIAG_MTCA17:PICO4_CH2:RNG0_EEOFST_RD,1.1076761730066664e-08
DIAG_MTCA17:PICO4_CH2:RNG1_EEGAIN_RD,5.899067692660687e-12
DIAG_MTCA17:PICO4_CH2:RNG1_EEOFST_RD,3.0516247861989143e-10
DIAG_MTCA17:PICO4_CH3:RNG0_EEGAIN_RD,2.234614160379067e-10
DIAG_MTCA17:PICO4_CH3:RNG0_EEOFST_RD,1.2774665769654803e-08
DIAG_MTCA17:PICO4_CH3:RNG1_EEGAIN_RD,5.896726249648987e-12
DIAG_MTCA17:PICO4_CH3:RNG1_EEOFST_RD,3.5315705915195394e-10
DIAG_MTCA17:PICO4_CH4:RNG0_EEGAIN_RD,2.234459561822888e-10
DIAG_MTCA17:PICO4_CH4:RNG0_EEOFST_RD,-1.419543238512233e-08
DIAG_MTCA17:PICO4_CH4:RNG1_EEGAIN_RD,5.889141171250278e-12
DIAG_MTCA17:PICO4_CH4:RNG1_EEOFST_RD,-3.6995290164654193e-10
DIAG_MTCA17:PICO4_CH5:RNG0_EEGAIN_RD,2.234557400226933e-10
DIAG_MTCA17:PICO4_CH5:RNG0_EEOFST_RD,1.5931455044082554e-09
DIAG_MTCA17:PICO4_CH5:RNG1_EEGAIN_RD,5.897522921405329e-12
DIAG_MTCA17:PICO4_CH5:RNG1_EEOFST_RD,6.324326479179021e-11
DIAG_MTCA17:PICO4_CH6:RNG0_EEGAIN_RD,2.2348209394174035e-10
DIAG_MTCA17:PICO4_CH6:RNG0_EEOFST_RD,-1.5817461118672327e-08
DIAG_MTCA17:PICO4_CH6:RNG1_EEGAIN_RD,5.892479212898927e-12
DIAG_MTCA17:PICO4_CH6:RNG1_EEOFST_RD,-3.8991029849277936e-10
DIAG_MTCA17:PICO4_CH7:RNG0_EEGAIN_RD,2.2343861483253846e-10
DIAG_MTCA17:PICO4_CH7:RNG0_EEOFST_RD,-3.934496106694496e-08
DIAG_MTCA17:PICO4_CH7:RNG1_EEGAIN_RD,5.890340298853047e-12
DIAG_MTCA17:PICO4_CH7:RNG1_EEOFST_RD,-1.0086328439129488e-09
