PV,Value
DIAG_MTCA03:PICO4_CH3:RNG0_EEOFST_RD,-2.1218695689384504e-09
DIAG_MTCA03:PICO4_CH3:RNG1_EEGAIN_RD,5.894177940862777e-12
DIAG_MTCA03:PICO4_CH3:RNG1_EEOFST_RD,-2.0971838848860003e-11
DIAG_MTCA03:PICO4_CH4:RNG0_EEGAIN_RD,2.2350536699189405e-10
DIAG_MTCA03:PICO4_CH4:RNG0_EEOFST_RD,1.573025265599881e-08
DIAG_MTCA03:PICO4_CH4:RNG1_EEGAIN_RD,5.8944390167459115e-12
DIAG_MTCA03:PICO4_CH4:RNG1_EEOFST_RD,4.1811953899184573e-10
DIAG_MTCA03:PICO4_CH5:RNG0_EEGAIN_RD,2.2343391026247161e-10
DIAG_MTCA03:PICO4_CH5:RNG0_EEOFST_RD,1.3279331412263673e-08
DIAG_MTCA03:PICO4_CH5:RNG1_EEGAIN_RD,5.89218908039757e-12
DIAG_MTCA03:PICO4_CH5:RNG1_EEOFST_RD,3.6610114939605864e-10
DIAG_MTCA03:PICO4_CH6:RNG0_EEGAIN_RD,2.2344164019028057e-10
DIAG_MTCA03:PICO4_CH6:RNG0_EEOFST_RD,-1.8854537486845402e-08
DIAG_MTCA03:PICO4_CH6:RNG1_EEGAIN_RD,5.892812713487183e-12
DIAG_MTCA03:PICO4_CH6:RNG1_EEOFST_RD,-4.629624739127536e-10
DIAG_MTCA03:PICO4_CH7:RNG0_EEGAIN_RD,2.233567913956236e-10
DIAG_MTCA03:PICO4_CH7:RNG0_EEOFST_RD,-1.4434629491688611e-08
DIAG_MTCA03:PICO4_CH7:RNG1_EEGAIN_RD,5.89091709440881e-12
DIAG_MTCA03:PICO4_CH7:RNG1_EEOFST_RD,-3.465038533878584e-10
DIAG_MTCA04:PICO3_CH0:RNG0_EEGAIN_RD,2.2344333328039312e-10
DIAG_MTCA04:PICO3_CH0:RNG0_EEOFST_RD,-1.2631214296732196e-08
DIAG_MTCA04:PICO3_CH0:RNG1_EEGAIN_RD,5.881990207401433e-12
DIAG_MTCA04:PICO3_CH0:RNG1_EEOFST_RD,-3.222837829941483e-10
DIAG_MTCA04:PICO3_CH1:RNG0_EEGAIN_RD,2.2342118433105185e-10
DIAG_MTCA04:PICO3_CH1:RNG0_EEOFST_RD,1.6020952342543637e-09
DIAG_MTCA04:PICO3_CH1:RNG1_EEGAIN_RD,5.88161637449236e-12
DIAG_MTCA04:PICO3_CH1:RNG1_EEOFST_RD,6.185025408500522e-11
DIAG_MTCA04:PICO3_CH2:RNG0_EEGAIN_RD,2.234152446378701e-10
DIAG_MTCA04:PICO3_CH2:RNG0_EEOFST_RD,1.1444852177078246e-08
DIAG_MTCA04:PICO3_CH2:RNG1_EEGAIN_RD,5.8821758228133625e-12
DIAG_MTCA04:PICO3_CH2:RNG1_EEOFST_RD,3.280145322026584e-10
DIAG_MTCA04:PICO3_CH3:RNG0_EEGAIN_RD,2.2344055772283156e-10
DIAG_MTCA04:PICO3_CH3:RNG0_EEOFST_RD,-2.968901569033733e-09
DIAG_MTCA04:PICO3_CH3:RNG1_EEGAIN_RD,5.8834534466534194e-12
DIAG_MTCA04:PICO3_CH3:RNG1_EEOFST_RD,-3.74336499298078e-11
DIAG_MTCA04:PICO3_CH4:RNG0_EEGAIN_RD,2.2347095007813067e-10
DIAG_MTCA04:PICO3_CH4:RNG0_EEOFST_RD,-1.244513914144818e-08
DIAG_MTCA04:PICO3_CH4:RNG1_EEGAIN_RD,5.8836299547671e-12
DIAG_MTCA04:PICO3_CH4:RNG1_EEOFST_RD,-3.206222787266455e-10
DIAG_MTCA04:PICO3_CH5:RNG0_EEGAIN_RD,2.2349606887406281e-10
DIAG_MTCA04:PICO3_CH5:RNG0_EEOFST_RD,-1.830979989847492e-08
DIAG_MTCA04:PICO3_CH5:RNG1_EEGAIN_RD,5.8827695319230155e-12
DIAG_MTCA04:PICO3_CH5:RNG1_EEOFST_RD,-4.5951661920007325e-10
DIAG_MTCA04:PICO3_CH6:RNG0_EEGAIN_RD,2.2350322981257165e-10
DIAG_MTCA04:PICO3_CH6:RNG0_EEOFST_RD,-1.3139437982090385e-08
DIAG_MTCA04:PICO3_CH6:RNG1_EEGAIN_RD,5.886256326109729e-12
DIAG_MTCA04:PICO3_CH6:RNG1_EEOFST_RD,-3.23012477876361e-10
DIAG_MTCA04:PICO3_CH7:RNG0_EEGAIN_RD,2.2349155859302527e-10
DIAG_MTCA04:PICO3_CH7:RNG0_EEOFST_RD,9.589262717213387e-10
DIAG_MTCA04:PICO3_CH7:RNG1_EEGAIN_RD,5.885043320719152e-12
DIAG_MTCA04:PICO3_CH7:RNG1_EEOFST_RD,6.211698516667141e-11
DIAG_MTCA04:PICO4_CH0:RNG0_EEGAIN_RD,2.495177953143468e-10
DIAG_MTCA04:PICO4_CH0:RNG0_EEOFST_RD,6.283835229936585e-09
DIAG_MTCA04:PICO4_CH0:RNG1_EEGAIN_RD,3.219254376962688e-11
DIAG_MTCA04:PICO4_CH0:RNG1_EEOFST_RD,7.592842465875549e-10
DIAG_MTCA04:PICO4_CH1:RNG0_EEGAIN_RD,2.495017803472166e-10
DIAG_MTCA04:PICO4_CH1:RNG0_EEOFST_RD,9.460006111794428e-09
DIAG_MTCA04:PICO4_CH1:RNG1_EEGAIN_RD,3.2193032961647106e-11
DIAG_MTCA04:PICO4_CH1:RNG1_EEOFST_RD,1.285457185140615e-09
DIAG_MTCA04:PICO4_CH2:RNG0_EEGAIN_RD,2.494298378952209e-10
DIAG_MTCA04:PICO4_CH2:RNG0_EEOFST_RD,-2.1734873456580317e-08
DIAG_MTCA04:PICO4_CH2:RNG1_EEGAIN_RD,3.2184171994131816e-11
DIAG_MTCA04:PICO4_CH2:RNG1_EEOFST_RD,-2.75200062738179e-09
DIAG_MTCA04:PICO4_CH3:RNG0_EEGAIN_RD,2.49492509984961e-10
DIAG_MTCA04:PICO4_CH3:RNG0_EEOFST_RD,-1.043023445390645e-08
DIAG_MTCA04:PICO4_CH3:RNG1_EEGAIN_RD,3.219516667152256e-11
DIAG_MTCA04:PICO4_CH3:RNG1_EEOFST_RD,-1.2614408406719235e-09
DIAG_MTCA04:PICO4_CH4:RNG0_EEGAIN_RD,2.494898454497019e-10
DIAG_MTCA04:PICO4_CH4:RNG0_EEOFST_RD,7.720276862244191e-09
DIAG_MTCA04:PICO4_CH4:RNG1_EEGAIN_RD,3.2190104748419657e-11
DIAG_MTCA04:PICO4_CH4:RNG1_EEOFST_RD,1.0115832616008902e-09
DIAG_MTCA04:PICO4_CH5:RNG0_EEGAIN_RD,2.4944998844311783e-10
DIAG_MTCA04:PICO4_CH5:RNG0_EEOFST_RD,6.124744267310689e-09
DIAG_MTCA04:PICO4_CH5:RNG1_EEGAIN_RD,3.2186250192856036e-11
DIAG_MTCA04:PICO4_CH5:RNG1_EEOFST_RD,8.62638571685892e-10
DIAG_MTCA04:PICO4_CH6:RNG0_EEGAIN_RD,2.494753015280793e-10
DIAG_MTCA04:PICO4_CH6:RNG0_EEOFST_RD,1.6779907241470937e-08
DIAG_MTCA04:PICO4_CH6:RNG1_EEGAIN_RD,3.218572630636629e-11
DIAG_MTCA04:PICO4_CH6:RNG1_EEOFST_RD,2.2295203461197843e-09
DIAG_MTCA04:PICO4_CH7:RNG0_EEGAIN_RD,2.494412454367989e-10
DIAG_MTCA04:PICO4_CH7:RNG0_EEOFST_RD,2.0137858047775126e-09
DIAG_MTCA04:PICO4_CH7:RNG1_EEGAIN_RD,3.218379382441405e-11
DIAG_MTCA04:PICO4_CH7:RNG1_EEOFST_RD,6.169633554042875e-11
DIAG_MTCA06:PICO3_CH0:RNG0_EEGAIN_RD,2.2346464956246592e-10
DIAG_MTCA06:PICO3_CH0:RNG0_EEOFST_RD,-2.793078213159106e-09
DIAG_MTCA06:PICO3_CH0:RNG1_EEGAIN_RD,5.88632484768703e-12
DIAG_MTCA06:PICO3_CH0:RNG1_EEOFST_RD,-7.492853559831758e-11
DIAG_MTCA06:PICO3_CH1:RNG0_EEGAIN_RD,2.2344215366842946e-10
DIAG_MTCA06:PICO3_CH1:RNG0_EEOFST_RD,2.5317206109320978e-09
DIAG_MTCA06:PICO3_CH1:RNG1_EEGAIN_RD,5.88700182352353e-12
DIAG_MTCA06:PICO3_CH1:RNG1_EEOFST_RD,8.263445483436271e-11
DIAG_MTCA06:PICO3_CH2:RNG0_EEGAIN_RD,2.2345460204409306e-10
DIAG_MTCA06:PICO3_CH2:RNG0_EEOFST_RD,-8.470841805774398e-09
DIAG_MTCA06:PICO3_CH2:RNG1_EEGAIN_RD,5.888434705114687e-12
DIAG_MTCA06:PICO3_CH2:RNG1_EEOFST_RD,-1.9562608477574628e-10
DIAG_MTCA06:PICO3_CH3:RNG0_EEGAIN_RD,2.2345848782467925e-10
DIAG_MTCA06:PICO3_CH3:RNG0_EEOFST_RD,1.0499148217490983e-08
DIAG_MTCA06:PICO3_CH3:RNG1_EEGAIN_RD,5.8863625779226325e-12
DIAG_MTCA06:PICO3_CH3:RNG1_EEOFST_RD,2.912984298220067e-10
DIAG_MTCA06:PICO3_CH4:RNG0_EEGAIN_RD,2.234085000329955e-10
DIAG_MTCA06:PICO3_CH4:RNG0_EEOFST_RD,1.0731028510235774e-08
DIAG_MTCA06:PICO3_CH4:RNG1_EEGAIN_RD,5.89523308641704e-12
DIAG_MTCA06:PICO3_CH4:RNG1_EEOFST_RD,2.907318830125405e-10
DIAG_MTCA06:PICO3_CH5:RNG0_EEGAIN_RD,2.2341070660125695e-10
DIAG_MTCA06:PICO3_CH5:RNG0_EEOFST_RD,-9.321969862696733e-09
DIAG_MTCA06:PICO3_CH5:RNG1_EEGAIN_RD,5.888777746682061e-12
DIAG_MTCA06:PICO3_CH5:RNG1_EEOFST_RD,-2.1976263864242895e-10
DIAG_MTCA06:PICO3_CH6:RNG0_EEGAIN_RD,2.2338997318627207e-10
DIAG_MTCA06:PICO3_CH6:RNG0_EEOFST_RD,-2.113245400892083e-08
DIAG_MTCA06:PICO3_CH6:RNG1_EEGAIN_RD,5.888030514544784e-12
DIAG_MTCA06:PICO3_CH6:RNG1_EEOFST_RD,-5.330648700230256e-10
DIAG_MTCA06:PICO3_CH7:RNG0_EEGAIN_RD,2.2341536953796037e-10
DIAG_MTCA06:PICO3_CH7:RNG0_EEOFST_RD,-1.0432206209998185e-08
DIAG_MTCA06:PICO3_CH7:RNG1_EEGAIN_RD,5.886414185946043e-12
DIAG_MTCA06:PICO3_CH7:RNG1_EEOFST_RD,-2.469608406663326e-10
DIAG_MTCA07:PICO8_CH0:RNG0_EEGAIN_RD,2.233955104236074e-10
DIAG_MTCA07:PICO8_CH0:RNG0_EEOFST_RD,1.9718839894267148e-08
DIAG_MTCA07:PICO8_CH0:RNG1_EEGAIN_RD,5.8877160959147634e-12
DIAG_MTCA07:PICO8_CH0:RNG1_EEOFST_RD,5.191018170869199e-10
DIAG_MTCA07:PICO8_CH1:RNG0_EEGAIN_RD,2.2334414873093067e-10
DIAG_MTCA07:PICO8_CH1:RNG0_EEOFST_RD,-2.804377530196689e-08
DIAG_MTCA07:PICO8_CH1:RNG1_EEGAIN_RD,5.883879754947641e-12
DIAG_MTCA07:PICO8_CH1:RNG1_EEOFST_RD,-7.167478277558814e-10
DIAG_MTCA07:PICO8_CH2:RNG0_EEGAIN_RD,2.2338395022636348e-10
DIAG_MTCA07:PICO8_CH2:RNG0_EEOFST_RD,-8.787885974470555e-09
DIAG_MTCA07:PICO8_CH2:RNG1_EEGAIN_RD,5.885804430644237e-12
DIAG_MTCA07:PICO8_CH2:RNG1_EEOFST_RD,-2.0930732147483866e-10
DIAG_MTCA07:PICO8_CH3:RNG0_EEGAIN_RD,2.234321061500566e-10
DIAG_MTCA07:PICO8_CH3:RNG0_EEOFST_RD,1.0708865794128997e-08
DIAG_MTCA07:PICO8_CH3:RNG1_EEGAIN_RD,5.8867407476403955e-12
DIAG_MTCA07:PICO8_CH3:RNG1_EEOFST_RD,2.9547705948651526e-10
DIAG_MTCA07:PICO8_CH4:RNG0_EEGAIN_RD,2.2344198713497576e-10
DIAG_MTCA07:PICO8_CH4:RNG0_EEOFST_RD,1.781099889797133e-08
DIAG_MTCA07:PICO8_CH4:RNG1_EEGAIN_RD,5.895226581204005e-12
DIAG_MTCA07:PICO8_CH4:RNG1_EEOFST_RD,4.71197025841974e-10
DIAG_MTCA07:PICO8_CH5:RNG0_EEGAIN_RD,2.2345178485316808e-10
DIAG_MTCA07:PICO8_CH5:RNG0_EEOFST_RD,2.2027899504450943e-09
DIAG_MTCA07:PICO8_CH5:RNG1_EEGAIN_RD,5.888789022384655e-12
DIAG_MTCA07:PICO8_CH5:RNG1_EEOFST_RD,7.618514846763347e-11
DIAG_MTCA07:PICO8_CH6:RNG0_EEGAIN_RD,2.2342738770220194e-10
DIAG_MTCA07:PICO8_CH6:RNG0_EEOFST_RD,-6.487117953923871e-09
DIAG_MTCA07:PICO8_CH6:RNG1_EEGAIN_RD,5.890232312316668e-12
DIAG_MTCA07:PICO8_CH6:RNG1_EEOFST_RD,-1.510558900186254e-10
DIAG_MTCA07:PICO8_CH7:RNG0_EEGAIN_RD,2.234328416728104e-10
DIAG_MTCA07:PICO8_CH7:RNG0_EEOFST_RD,-2.107694996311693e-08
DIAG_MTCA07:PICO8_CH7:RNG1_EEGAIN_RD,5.893487954600207e-12
DIAG_MTCA07:PICO8_CH7:RNG1_EEOFST_RD,-5.295996419185656e-10
DIAG_MTCA09:PICO3_CH0:RNG0_EEGAIN_RD,2.2354651463274422e-10
DIAG_MTCA09:PICO3_CH0:RNG0_EEOFST_RD,1.2531203630317123e-08
DIAG_MTCA09:PICO3_CH0:RNG1_EEGAIN_RD,5.889265203978811e-12
DIAG_MTCA09:PICO3_CH0:RNG1_EEOFST_RD,3.3987890279973954e-10
DIAG_MTCA09:PICO3_CH1:RNG0_EEGAIN_RD,2.235145124540594e-10
DIAG_MTCA09:PICO3_CH1:RNG0_EEOFST_RD,-1.0141182116285563e-08
DIAG_MTCA09:PICO3_CH1:RNG1_EEGAIN_RD,5.889707124784316e-12
DIAG_MTCA09:PICO3_CH1:RNG1_EEOFST_RD,-2.566853951613268e-10
DIAG_MTCA09:PICO3_CH2:RNG0_EEGAIN_RD,2.235402557504429e-10
DIAG_MTCA09:PICO3_CH2:RNG0_EEOFST_RD,-9.371254466872259e-11
DIAG_MTCA09:PICO3_CH2:RNG1_EEGAIN_RD,5.891920631939662e-12
DIAG_MTCA09:PICO3_CH2:RNG1_EEOFST_RD,1.3088960471030475e-11
DIAG_MTCA09:PICO3_CH3:RNG0_EEGAIN_RD,2.2353047191003839e-10
DIAG_MTCA09:PICO3_CH3:RNG0_EEOFST_RD,-2.5834265837687553e-09
DIAG_MTCA09:PICO3_CH3:RNG1_EEGAIN_RD,5.889551433352347e-12
DIAG_MTCA09:PICO3_CH3:RNG1_EEOFST_RD,-5.964778670985993e-11
DIAG_MTCA09:PICO3_CH4:RNG0_EEGAIN_RD,2.2340361505168715e-10
DIAG_MTCA09:PICO3_CH4:RNG0_EEOFST_RD,1.3296704182153007e-08
DIAG_MTCA09:PICO3_CH4:RNG1_EEGAIN_RD,5.886827483814194e-12
DIAG_MTCA09:PICO3_CH4:RNG1_EEOFST_RD,3.552219907110299e-10
DIAG_MTCA09:PICO3_CH5:RNG0_EEGAIN_RD,2.2340623795358283e-10
DIAG_MTCA09:PICO3_CH5:RNG0_EEOFST_RD,-1.9521653626952684e-08
DIAG_MTCA09:PICO3_CH5:RNG1_EEGAIN_RD,5.886503090524187e-12
DIAG_MTCA09:PICO3_CH5:RNG1_EEOFST_RD,-5.016625448384104e-10
DIAG_MTCA09:PICO3_CH6:RNG0_EEGAIN_RD,2.233798840345358e-10
DIAG_MTCA09:PICO3_CH6:RNG0_EEOFST_RD,-2.3582625630069742e-08
DIAG_MTCA09:PICO3_CH6:RNG1_EEGAIN_RD,5.886533014504147e-12
DIAG_MTCA09:PICO3_CH6:RNG1_EEOFST_RD,-5.981938833166112e-10
DIAG_MTCA09:PICO3_CH7:RNG0_EEGAIN_RD,2.2339398386694853e-10
DIAG_MTCA09:PICO3_CH7:RNG0_EEOFST_RD,-5.896861665632969e-09
DIAG_MTCA09:PICO3_CH7:RNG1_EEGAIN_RD,5.885355137263959e-12
DIAG_MTCA09:PICO3_CH7:RNG1_EEOFST_RD,-1.339320182536241e-10
DIAG_MTCA09:PICO4_CH0:RNG0_EEGAIN_RD,2.2338886296324745e-10
DIAG_MTCA09:PICO4_CH0:RNG0_EEOFST_RD,-1.735582522144341e-08
DIAG_MTCA09:PICO4_CH0:RNG1_EEGAIN_RD,5.885857339710254e-12
DIAG_MTCA09:PICO4_CH0:RNG1_EEOFST_RD,-4.517712315355027e-10
DIAG_MTCA09:PICO4_CH1:RNG0_EEGAIN_RD,2.2345744699059367e-10
DIAG_MTCA09:PICO4_CH1:RNG0_EEOFST_RD,-1.964280293975662e-08
DIAG_MTCA09:PICO4_CH1:RNG1_EEGAIN_RD,5.893724744354678e-12
DIAG_MTCA09:PICO4_CH1:RNG1_EEOFST_RD,-5.005511005684582e-10
DIAG_MTCA09:PICO4_CH2:RNG0_EEGAIN_RD,2.2344129324558537e-10
DIAG_MTCA09:PICO4_CH2:RNG0_EEOFST_RD,-5.755854459721377e-09
DIAG_MTCA09:PICO4_CH2:RNG1_EEGAIN_RD,5.8872819813649e-12
DIAG_MTCA09:PICO4_CH2:RNG1_EEOFST_RD,-1.3806659981963065e-10
DIAG_MTCA09:PICO4_CH3:RNG0_EEGAIN_RD,2.234665785749712e-10
DIAG_MTCA09:PICO4_CH3:RNG0_EEOFST_RD,-2.628038942020794e-08
DIAG_MTCA09:PICO4_CH3:RNG1_EEGAIN_RD,5.894545702239684e-12
DIAG_MTCA09:PICO4_CH3:RNG1_EEOFST_RD,-6.801033625158937e-10
DIAG_MTCA09:PICO4_CH4:RNG0_EEGAIN_RD,2.2351652473329153e-10
DIAG_MTCA09:PICO4_CH4:RNG0_EEOFST_RD,3.35915508742346e-08
DIAG_MTCA09:PICO4_CH4:RNG1_EEGAIN_RD,5.891956627451789e-12
DIAG_MTCA09:PICO4_CH4:RNG1_EEOFST_RD,8.877844015486858e-10
DIAG_MTCA09:PICO4_CH5:RNG0_EEGAIN_RD,2.2360643892049836e-10
DIAG_MTCA09:PICO4_CH5:RNG0_EEOFST_RD,1.820484030190528e-08
DIAG_MTCA09:PICO4_CH5:RNG1_EEGAIN_RD,5.894798538186308e-12
DIAG_MTCA09:PICO4_CH5:RNG1_EEOFST_RD,4.958192190152033e-10
DIAG_MTCA09:PICO4_CH6:RNG0_EEGAIN_RD,2.2341811733994632e-10
DIAG_MTCA09:PICO4_CH6:RNG0_EEOFST_RD,8.376771498674884e-10
DIAG_MTCA09:PICO4_CH6:RNG1_EEGAIN_RD,5.893260705824854e-12
DIAG_MTCA09:PICO4_CH6:RNG1_EEOFST_RD,5.092696403474761e-11
DIAG_MTCA09:PICO4_CH7:RNG0_EEGAIN_RD,2.234754603591682e-10
DIAG_MTCA09:PICO4_CH7:RNG0_EEOFST_RD,5.035858841040408e-09
DIAG_MTCA09:PICO4_CH7:RNG1_EEGAIN_RD,5.886307934133139e-12
DIAG_MTCA09:PICO4_CH7:RNG1_EEOFST_RD,1.6001987235281234e-10
DIAG_MTCA09:PICO5_CH0:RNG0_EEGAIN_RD,2.2351605288850607e-10
DIAG_MTCA09:PICO5_CH0:RNG0_EEOFST_RD,-1.5965119004590633e-08
DIAG_MTCA09:PICO5_CH0:RNG1_EEGAIN_RD,5.894648484605636e-12
DIAG_MTCA09:PICO5_CH0:RNG1_EEOFST_RD,-4.2551639989341083e-10
DIAG_MTCA09:PICO5_CH1:RNG0_EEGAIN_RD,2.2351970274669952e-10
DIAG_MTCA09:PICO5_CH1:RNG0_EEOFST_RD,1.022581219700669e-08
DIAG_MTCA09:PICO5_CH1:RNG1_EEGAIN_RD,5.891759736337265e-12
DIAG_MTCA09:PICO5_CH1:RNG1_EEOFST_RD,2.718971159332284e-10
DIAG_MTCA09:PICO5_CH2:RNG0_EEGAIN_RD,2.2346732797551283e-10
DIAG_MTCA09:PICO5_CH2:RNG0_EEOFST_RD,-7.89887710794801e-09
DIAG_MTCA09:PICO5_CH2:RNG1_EEGAIN_RD,5.8918976468536055e-12
DIAG_MTCA09:PICO5_CH2:RNG1_EEOFST_RD,-2.021966621912341e-10
DIAG_MTCA09:PICO5_CH3:RNG0_EEGAIN_RD,2.235310131437629e-10
DIAG_MTCA09:PICO5_CH3:RNG0_EEOFST_RD,1.1226905627381711e-08
DIAG_MTCA09:PICO5_CH3:RNG1_EEGAIN_RD,5.8914487871541965e-12
DIAG_MTCA09:PICO5_CH3:RNG1_EEOFST_RD,3.0983507426363133e-10
DIAG_MTCA09:PICO5_CH4:RNG0_EEGAIN_RD,2.2342991345958296e-10
DIAG_MTCA09:PICO5_CH4:RNG0_EEOFST_RD,-9.223886543452409e-09
DIAG_MTCA09:PICO5_CH4:RNG1_EEGAIN_RD,5.887007895055696e-12
DIAG_MTCA09:PICO5_CH4:RNG1_EEOFST_RD,-2.418655276059667e-10
DIAG_MTCA09:PICO5_CH5:RNG0_EEGAIN_RD,2.2342667993502374e-10
DIAG_MTCA09:PICO5_CH5:RNG0_EEOFST_RD,-1.3791451536349086e-08
DIAG_MTCA09:PICO5_CH5:RNG1_EEGAIN_RD,5.887998855841348e-12
DIAG_MTCA09:PICO5_CH5:RNG1_EEOFST_RD,-3.572474260860048e-10
DIAG_MTCA09:PICO5_CH6:RNG0_EEGAIN_RD,2.234038787296555e-10
DIAG_MTCA09:PICO5_CH6:RNG0_EEOFST_RD,-3.112982938091591e-08
DIAG_MTCA09:PICO5_CH6:RNG1_EEGAIN_RD,5.878974824319316e-12
DIAG_MTCA09:PICO5_CH6:RNG1_EEOFST_RD,-8.098534620692988e-10
DIAG_MTCA09:PICO5_CH7:RNG0_EEGAIN_RD,2.234473717166452e-10
DIAG_MTCA09:PICO5_CH7:RNG0_EEOFST_RD,-1.2787569225736206e-08
DIAG_MTCA09:PICO5_CH7:RNG1_EEGAIN_RD,5.8901815716549955e-12
DIAG_MTCA09:PICO5_CH7:RNG1_EEOFST_RD,-3.2217573053827664e-10
DIAG_MTCA09:PICO6_CH0:RNG0_EEGAIN_RD,2.2353661977003725e-10
DIAG_MTCA09:PICO6_CH0:RNG0_EEOFST_RD,-3.6927378932460897e-09
DIAG_MTCA09:PICO6_CH0:RNG1_EEGAIN_RD,5.887048661057381e-12
DIAG_MTCA09:PICO6_CH0:RNG1_EEOFST_RD,-9.640795106680144e-11
DIAG_MTCA09:PICO6_CH1:RNG0_EEGAIN_RD,2.2352177053708289e-10
DIAG_MTCA09:PICO6_CH1:RNG0_EEOFST_RD,-6.580619604790172e-09
DIAG_MTCA09:PICO6_CH1:RNG1_EEGAIN_RD,5.894628101604793e-12
DIAG_MTCA09:PICO6_CH1:RNG1_EEOFST_RD,-1.7154187792467468e-10
DIAG_MTCA09:PICO6_CH2:RNG0_EEGAIN_RD,2.2350797601600192e-10
DIAG_MTCA09:PICO6_CH2:RNG0_EEOFST_RD,7.51266215903712e-10
DIAG_MTCA09:PICO6_CH2:RNG1_EEGAIN_RD,5.886477503352916e-12
DIAG_MTCA09:PICO6_CH2:RNG1_EEOFST_RD,2.3870136769965633e-11
DIAG_MTCA09:PICO6_CH3:RNG0_EEGAIN_RD,2.2347197703442845e-10
DIAG_MTCA09:PICO6_CH3:RNG0_EEOFST_RD,-1.4062740305575971e-08
DIAG_MTCA09:PICO6_CH3:RNG1_EEGAIN_RD,5.88376352847475e-12
DIAG_MTCA09:PICO6_CH3:RNG1_EEOFST_RD,-3.684016147698088e-10
DIAG_MTCA09:PICO6_CH4:RNG0_EEGAIN_RD,2.2339703698026625e-10
DIAG_MTCA09:PICO6_CH4:RNG0_EEOFST_RD,-1.2691335982140117e-08
DIAG_MTCA09:PICO6_CH4:RNG1_EEGAIN_RD,5.886541688121527e-12
DIAG_MTCA09:PICO6_CH4:RNG1_EEOFST_RD,-3.3039498914533283e-10
DIAG_MTCA09:PICO6_CH5:RNG0_EEGAIN_RD,2.2341944960757587e-10
DIAG_MTCA09:PICO6_CH5:RNG0_EEOFST_RD,9.74060565539503e-09
DIAG_MTCA09:PICO6_CH5:RNG1_EEGAIN_RD,5.8886021059301186e-12
DIAG_MTCA09:PICO6_CH5:RNG1_EEOFST_RD,2.639602425524856e-10
DIAG_MTCA09:PICO6_CH6:RNG0_EEGAIN_RD,2.2340268523990403e-10
DIAG_MTCA09:PICO6_CH6:RNG0_EEOFST_RD,5.82604009480292e-09
DIAG_MTCA09:PICO6_CH6:RNG1_EEGAIN_RD,5.885006457845288e-12
DIAG_MTCA09:PICO6_CH6:RNG1_EEOFST_RD,1.6227781618471937e-10
DIAG_MTCA09:PICO6_CH7:RNG0_EEGAIN_RD,2.2340461425240932e-10
DIAG_MTCA09:PICO6_CH7:RNG0_EEOFST_RD,1.227304591289169e-09
DIAG_MTCA09:PICO6_CH7:RNG1_EEGAIN_RD,5.886522172482422e-12
DIAG_MTCA09:PICO6_CH7:RNG1_EEOFST_RD,3.9551188713016217e-11
DIAG_MTCA09:PICO7_CH0:RNG0_EEGAIN_RD,2.2343517314116212e-10
DIAG_MTCA09:PICO7_CH0:RNG0_EEOFST_RD,-6.358198856304398e-09
DIAG_MTCA09:PICO7_CH0:RNG1_EEGAIN_RD,5.897822594885804e-12
DIAG_MTCA09:PICO7_CH0:RNG1_EEOFST_RD,-1.6411723369191833e-10
DIAG_MTCA09:PICO7_CH1:RNG0_EEGAIN_RD,2.2346936801032058e-10
DIAG_MTCA09:PICO7_CH1:RNG0_EEOFST_RD,-1.821623962783292e-09
DIAG_MTCA09:PICO7_CH1:RNG1_EEGAIN_RD,5.895986823767352e-12
DIAG_MTCA09:PICO7_CH1:RNG1_EEOFST_RD,-3.947192225850493e-11
DIAG_MTCA09:PICO7_CH2:RNG0_EEGAIN_RD,2.2346108297099931e-10
DIAG_MTCA09:PICO7_CH2:RNG0_EEOFST_RD,2.064340254293029e-09
DIAG_MTCA09:PICO7_CH2:RNG1_EEGAIN_RD,5.893971075088267e-12
DIAG_MTCA09:PICO7_CH2:RNG1_EEOFST_RD,6.054570039770724e-11
DIAG_MTCA09:PICO7_CH3:RNG0_EEGAIN_RD,2.2346215156066052e-10
DIAG_MTCA09:PICO7_CH3:RNG0_EEOFST_RD,-4.097334915798001e-09
DIAG_MTCA09:PICO7_CH3:RNG1_EEGAIN_RD,5.891054137563412e-12
DIAG_MTCA09:PICO7_CH3:RNG1_EEOFST_RD,-1.02639015342465e-10
DIAG_MTCA09:PICO7_CH4:RNG0_EEGAIN_RD,2.2357145301743486e-10
DIAG_MTCA09:PICO7_CH4:RNG0_EEOFST_RD,3.1474300499212404e-08
DIAG_MTCA09:PICO7_CH4:RNG1_EEGAIN_RD,5.894058678623804e-12
DIAG_MTCA09:PICO7_CH4:RNG1_EEOFST_RD,8.354540947941302e-10
DIAG_MTCA09:PICO7_CH5:RNG0_EEGAIN_RD,2.234889495689174e-10
DIAG_MTCA09:PICO7_CH5:RNG0_EEOFST_RD,-2.6347699133566493e-08
DIAG_MTCA09:PICO7_CH5:RNG1_EEGAIN_RD,5.889216631721483e-12
DIAG_MTCA09:PICO7_CH5:RNG1_EEOFST_RD,-6.869569357803584e-10
DIAG_MTCA09:PICO7_CH6:RNG0_EEGAIN_RD,2.235358148583444e-10
DIAG_MTCA09:PICO7_CH6:RNG0_EEOFST_RD,8.84731754524637e-09
DIAG_MTCA09:PICO7_CH6:RNG1_EEGAIN_RD,5.8920446646681945e-12
